density,frequency
0.180000,0.050000
0.190000,0.550000
0.200000,2.700000
0.210000,8.700000
0.220000,16.450000
0.230000,21.250000
0.240000,21.300000
0.250000,16.700000
0.260000,8.850000
0.270000,2.950000
0.280000,0.450000
0.290000,0.050000
