y,savannah,grassland,tundra,plains,prairie,desert,swamp,marsh
58,0.000000,0.055684,0.203124,0.480817,0.247380,0.000227,0.000000,0.012769
59,0.000000,0.048808,0.214957,0.488189,0.237283,0.000014,0.000000,0.010750
60,0.000000,0.043309,0.222918,0.494946,0.229685,0.000000,0.000000,0.009143
61,0.000000,0.038952,0.226828,0.501699,0.224654,0.000000,0.000000,0.007867
62,0.000000,0.035536,0.226625,0.508800,0.222186,0.000000,0.000000,0.006852
63,0.000000,0.032894,0.222385,0.516414,0.222263,0.000000,0.000000,0.006044
64,0.000000,0.030891,0.214319,0.524521,0.224871,0.000000,0.000000,0.005398
65,0.000000,0.029421,0.202767,0.532926,0.230007,0.000000,0.000000,0.004879
66,0.000000,0.028397,0.188198,0.541266,0.237679,0.000000,0.000000,0.004461
67,0.000000,0.027752,0.171203,0.549024,0.247901,0.000000,0.000000,0.004121
68,0.000000,0.027430,0.152478,0.555559,0.260690,0.000000,0.000000,0.003843
69,0.000000,0.027387,0.132793,0.560146,0.276061,0.000000,0.000000,0.003613
70,0.000000,0.027588,0.112946,0.562028,0.294017,0.000000,0.000000,0.003420
