y,savannah,grassland,tundra,plains,prairie,desert,swamp,marsh
1,0.000000,0.018047,0.053838,0.496582,0.429363,0.000000,0.000000,0.002171
2,0.000000,0.019501,0.068099,0.508474,0.401436,0.000000,0.000000,0.002489
3,0.000000,0.021085,0.083620,0.516258,0.376184,0.000000,0.000000,0.002853
4,0.000000,0.022838,0.099796,0.520351,0.353745,0.000000,0.000000,0.003269
5,0.000000,0.024812,0.115903,0.521317,0.334215,0.000000,0.000000,0.003753
6,0.000000,0.027072,0.131159,0.519792,0.317657,0.000000,0.000000,0.004320
7,0.000000,0.029701,0.144792,0.516420,0.304095,0.000000,0.000000,0.004992
8,0.000000,0.032799,0.156100,0.511782,0.293522,0.000000,0.000000,0.005798
9,0.000000,0.036490,0.164489,0.506343,0.285905,0.000000,0.000000,0.006773
10,0.000000,0.040921,0.169511,0.500414,0.281191,0.000000,0.000000,0.007964
11,0.000000,0.046267,0.170876,0.494126,0.279304,0.000000,0.000000,0.009428
12,0.000000,0.052735,0.168470,0.487419,0.280144,0.000000,0.000000,0.011233
13,0.000000,0.060558,0.162359,0.480042,0.283577,0.000000,0.000000,0.013464
14,0.000000,0.069995,0.152797,0.471564,0.289413,0.000012,0.000000,0.016218
15,0.000000,0.081305,0.140206,0.461334,0.297338,0.000214,0.000000,0.019603
16,0.000000,0.094633,0.125072,0.448158,0.306616,0.001814,0.000000,0.023707
17,0.000000,0.109728,0.107835,0.429788,0.315517,0.008615,0.000000,0.028517
18,0.000000,0.125827,0.089209,0.403949,0.321639,0.025502,0.000000,0.033873
19,0.000000,0.142365,0.070647,0.371221,0.324058,0.052070,0.000000,0.039639
20,0.000000,0.159758,0.053836,0.335297,0.324371,0.080802,0.000000,0.045936
21,0.000000,0.178975,0.039736,0.299612,0.324686,0.103928,0.000000,0.053064
22,0.000000,0.200529,0.028458,0.265342,0.325594,0.118866,0.000000,0.061212
23,0.000000,0.224044,0.019718,0.232214,0.326135,0.127584,0.000000,0.070305
24,0.000000,0.248418,0.013155,0.199859,0.324746,0.133808,0.000000,0.080015
25,0.000000,0.272140,0.008412,0.168415,0.320026,0.141169,0.000000,0.089836
26,0.000000,0.293552,0.005139,0.138478,0.311059,0.152607,0.000000,0.099164
27,0.011395,0.302404,0.002909,0.107756,0.289224,0.165627,0.016307,0.104378
28,0.099827,0.271921,0.001394,0.072525,0.235122,0.164698,0.058758,0.095755
29,0.178025,0.239300,0.000634,0.047331,0.187357,0.166023,0.095487,0.085842
30,0.241644,0.209417,0.000278,0.030420,0.148659,0.168092,0.125075,0.076414
31,0.289836,0.185924,0.000120,0.019620,0.119751,0.167928,0.147910,0.068910
32,0.323994,0.171579,0.000052,0.012969,0.100211,0.161044,0.165639,0.064513
33,0.345055,0.169430,0.000023,0.008970,0.089455,0.142240,0.180273,0.064555
34,0.349743,0.184262,0.000010,0.006590,0.087516,0.107782,0.193029,0.071068
35,0.331869,0.218934,0.000005,0.005187,0.094135,0.061445,0.203134,0.085292
36,0.331869,0.218934,0.000005,0.005187,0.094135,0.061445,0.203134,0.085292
37,0.349743,0.184262,0.000010,0.006590,0.087516,0.107782,0.193029,0.071068
38,0.345055,0.169430,0.000023,0.008970,0.089455,0.142240,0.180273,0.064555
39,0.323994,0.171579,0.000052,0.012969,0.100211,0.161044,0.165639,0.064513
40,0.289836,0.185924,0.000120,0.019620,0.119751,0.167928,0.147910,0.068910
41,0.241644,0.209417,0.000278,0.030420,0.148659,0.168092,0.125075,0.076414
42,0.178025,0.239300,0.000634,0.047331,0.187357,0.166023,0.095487,0.085842
43,0.099827,0.271921,0.001394,0.072525,0.235122,0.164698,0.058758,0.095755
44,0.011395,0.302404,0.002909,0.107756,0.289224,0.165627,0.016307,0.104378
45,0.000000,0.293552,0.005139,0.138478,0.311059,0.152607,0.000000,0.099164
46,0.000000,0.272140,0.008412,0.168415,0.320026,0.141169,0.000000,0.089836
47,0.000000,0.248418,0.013155,0.199859,0.324746,0.133808,0.000000,0.080015
48,0.000000,0.224044,0.019718,0.232214,0.326135,0.127584,0.000000,0.070305
49,0.000000,0.200529,0.028458,0.265342,0.325594,0.118866,0.000000,0.061212
50,0.000000,0.178975,0.039736,0.299612,0.324686,0.103928,0.000000,0.053064
51,0.000000,0.159758,0.053836,0.335297,0.324371,0.080802,0.000000,0.045936
52,0.000000,0.142365,0.070647,0.371221,0.324058,0.052070,0.000000,0.039639
53,0.000000,0.125827,0.089209,0.403949,0.321639,0.025502,0.000000,0.033873
54,0.000000,0.109728,0.107835,0.429788,0.315517,0.008615,0.000000,0.028517
55,0.000000,0.094633,0.125072,0.448158,0.306616,0.001814,0.000000,0.023707
56,0.000000,0.081305,0.140206,0.461334,0.297338,0.000214,0.000000,0.019603
57,0.000000,0.069995,0.152797,0.471564,0.289413,0.000012,0.000000,0.016218
58,0.000000,0.060558,0.162359,0.480042,0.283577,0.000000,0.000000,0.013464
59,0.000000,0.052735,0.168470,0.487419,0.280144,0.000000,0.000000,0.011233
60,0.000000,0.046267,0.170876,0.494126,0.279304,0.000000,0.000000,0.009428
61,0.000000,0.040921,0.169511,0.500414,0.281191,0.000000,0.000000,0.007964
62,0.000000,0.036490,0.164489,0.506343,0.285905,0.000000,0.000000,0.006773
63,0.000000,0.032799,0.156100,0.511782,0.293522,0.000000,0.000000,0.005798
64,0.000000,0.029701,0.144792,0.516420,0.304095,0.000000,0.000000,0.004992
65,0.000000,0.027072,0.131159,0.519792,0.317657,0.000000,0.000000,0.004320
66,0.000000,0.024812,0.115903,0.521317,0.334215,0.000000,0.000000,0.003753
67,0.000000,0.022838,0.099796,0.520351,0.353745,0.000000,0.000000,0.003269
68,0.000000,0.021085,0.083620,0.516258,0.376184,0.000000,0.000000,0.002853
69,0.000000,0.019501,0.068099,0.508474,0.401436,0.000000,0.000000,0.002489
70,0.000000,0.018047,0.053838,0.496582,0.429363,0.000000,0.000000,0.002171
