y,savannah,grassland,tundra,plains,prairie,desert,swamp,marsh,arctic
1,0,0.0259119,0.052101,0.517927,0.400804,0,0,0.00325631,0
2,0,0.0270803,0.0670435,0.518864,0.383594,0,0,0.0034179,0
3,0,0.0273739,0.086699,0.540388,0.343385,0,0,0.00215401,0
4,0,0.0289933,0.0979705,0.529701,0.338615,0,0,0.00471984,0
5,0,0.0293066,0.11403,0.53364,0.31831,0,0,0.00471289,0
6,0,0.0334534,0.126749,0.531607,0.302721,0,0,0.00546921,0
7,0,0.0353295,0.143441,0.522652,0.29293,0,0,0.00564791,0
8,0,0.0382163,0.152467,0.516047,0.286278,0,0,0.00699123,0
9,0,0.0417236,0.159096,0.509781,0.282101,0,0,0.0072983,0
10,0,0.0459641,0.165226,0.508517,0.271808,0,0,0.00848519,0
11,0,0.0483373,0.172059,0.497436,0.271372,0,0,0.0107949,0
12,0,0.0555188,0.166614,0.488341,0.278514,0,0,0.0110118,0
13,0,0.0638515,0.159021,0.478527,0.283852,0,0,0.0147477,0
14,0,0.0722285,0.153099,0.471975,0.285441,0,0,0.0172562,0
15,0,0.085028,0.140328,0.462761,0.291705,0.000368314,0,0.0198101,0
16,0,0.0975174,0.121411,0.450088,0.30468,0.00235825,0,0.0239453,0
17,0,0.111999,0.10652,0.427387,0.315695,0.00988147,0,0.028518,0
18,0,0.125741,0.0889245,0.40259,0.320026,0.0288019,0,0.033916,0
19,0,0.141083,0.0684928,0.369198,0.32572,0.0555935,0,0.039912,0
20,0,0.159605,0.0529258,0.330542,0.327508,0.0826857,0,0.0467332,0
21,0,0.175622,0.038475,0.299136,0.329347,0.106561,0,0.0508589,0
22,0,0.19925,0.0274466,0.265267,0.328284,0.120285,0,0.0594676,0
23,0,0.224125,0.0192178,0.228842,0.330946,0.126838,0,0.0700327,0
24,0,0.24685,0.0131983,0.200494,0.328734,0.128141,0,0.0825828,0
25,0,0.271212,0.00826943,0.167218,0.325766,0.135869,0,0.0916654,0
26,0,0.295384,0.00537108,0.136862,0.313982,0.148935,0,0.0994654,0
27,0.0136729,0.301616,0.00304406,0.108521,0.287157,0.165293,0.0173258,0.103371,0
28,0.101297,0.272293,0.00135266,0.0726609,0.236205,0.162702,0.057603,0.0958859,0
29,0.179789,0.242779,0.000462975,0.0470691,0.184444,0.165076,0.091669,0.0887111,0
30,0.245455,0.211094,0.000311195,0.0305749,0.148622,0.167008,0.117139,0.0797956,0
31,0.297012,0.188076,0.000156144,0.0185291,0.117186,0.171759,0.135195,0.0720866,0
32,0.327382,0.176233,0.000104403,0.0132853,0.0936236,0.171874,0.151202,0.066296,0
33,0.343901,0.174725,5.21023e-05,0.0078414,0.0844579,0.157323,0.16394,0.0677591,0
34,0.35245,0.193263,0,0.00642995,0.0802572,0.116156,0.180065,0.0713802,0
35,0.347397,0.219835,0,0.00526753,0.0816597,0.0725518,0.187555,0.0857336,0
36,0.34554,0.218481,2.58618e-05,0.00439651,0.0829648,0.072077,0.193085,0.0834303,0
37,0.347575,0.192812,2.56911e-05,0.00639708,0.0807471,0.11561,0.17917,0.0776642,0
38,0.342756,0.176955,5.11653e-05,0.00851902,0.0858809,0.154289,0.164496,0.0670521,0
39,0.327849,0.176245,2.55872e-05,0.0124354,0.0962591,0.168927,0.151604,0.0666547,0
40,0.295336,0.187506,2.55702e-05,0.018564,0.118339,0.172369,0.137338,0.0705227,0
41,0.244472,0.216062,0.00033154,0.029558,0.145699,0.166943,0.118666,0.0782689,0
42,0.185205,0.243156,0.000787242,0.0474884,0.183173,0.161334,0.0899233,0.0889329,0
43,0.104359,0.270806,0.0015985,0.0708921,0.236045,0.162945,0.0576982,0.0956561,0
44,0.0137446,0.298926,0.0027237,0.107233,0.29136,0.165137,0.0178049,0.103072,0
45,0,0.294379,0.00482921,0.141463,0.311547,0.147556,0,0.100225,0
46,0,0.274739,0.00964484,0.171101,0.320077,0.133965,0,0.0904741,0
47,0,0.245693,0.0127445,0.197933,0.330014,0.133349,0,0.0802676,0
48,0,0.223924,0.0201783,0.231465,0.330777,0.125503,0,0.0681529,0
49,0,0.197552,0.0278055,0.268727,0.327225,0.118122,0,0.0605689,0
50,0,0.177531,0.0389059,0.300716,0.328451,0.103093,0,0.0513037,0
51,0,0.158114,0.0533613,0.333291,0.325744,0.0850813,0,0.0444081,0
52,0,0.142462,0.0693883,0.367597,0.32493,0.0557973,0,0.039826,0
53,0,0.124054,0.0882307,0.402035,0.323976,0.027762,0,0.0339428,0
54,0,0.109606,0.106914,0.425013,0.31999,0.0111341,0,0.0273433,0
55,0,0.0967523,0.123094,0.448987,0.305686,0.00229741,0,0.023183,0
56,0,0.0847606,0.140179,0.458642,0.295281,0.000106216,0,0.0210308,0
57,0,0.0732452,0.148956,0.478225,0.284003,0,0,0.015571,0
58,0,0.0653641,0.160281,0.482557,0.278056,0,0,0.0137422,0
59,0,0.0545723,0.168204,0.487444,0.278157,0,0,0.0116224,0
60,0,0.0512659,0.170725,0.494448,0.273571,0,0,0.00999058,0
61,0,0.0464069,0.166099,0.50363,0.275567,0,0,0.00829753,0
62,0,0.0423795,0.160761,0.509711,0.279236,0,0,0.00791293,0
63,0,0.0384985,0.155517,0.513291,0.28657,0,0,0.006124,0
64,0,0.0359193,0.140376,0.524437,0.293491,0,0,0.00577724,0
65,0,0.0341321,0.125802,0.529447,0.305315,0,0,0.00530324,0
66,0,0.0315376,0.113665,0.53711,0.313618,0,0,0.00406936,0
67,0,0.0278823,0.0954857,0.539057,0.334477,0,0,0.00309803,0
68,0,0.0273738,0.0829446,0.529844,0.3573,0,0,0.00253842,0
69,0,0.0290346,0.0688457,0.518881,0.379676,0,0,0.00356252,0
70,0,0.0273288,0.0508234,0.518504,0.400321,0,0,0.00302339,0
