y,savannah,grassland,tundra,plains,prairie,desert,swamp,marsh,arctic
1,0,0.00549908,0.211133,0.635829,0.147087,0,0,0.000451029,0
2,0,0.00538531,0.236312,0.618541,0.13912,0,0,0.000641108,0
3,0,0.00584427,0.257777,0.606096,0.129473,0,0,0.000809207,0
4,0,0.00579019,0.275204,0.587534,0.13079,0,0,0.000681199,0
5,0,0.00662252,0.289901,0.57649,0.126269,0,0,0.000717439,0
6,0,0.00719324,0.305597,0.561119,0.124977,0,0,0.00111379,0
7,0,0.00828919,0.319761,0.547572,0.123165,0,0,0.00121305,0
8,0,0.00957513,0.327957,0.538901,0.122256,0,0,0.00131066,0
9,0,0.0108667,0.327605,0.533369,0.126856,0,0,0.001304,0
10,0,0.0123715,0.330813,0.52279,0.132525,0,0,0.00149958,0
11,0,0.0139103,0.325602,0.519101,0.139222,0,0,0.00216514,0
12,0,0.0162197,0.323713,0.51122,0.145949,0,0,0.0028974,0
13,0,0.0190474,0.312641,0.514279,0.150808,0,0,0.0032251,0
14,0,0.0231792,0.296104,0.513157,0.162924,0.00016078,0,0.00447505,0
15,0,0.0284637,0.281448,0.506286,0.177319,0.000922436,0,0.00556097,0
16,0,0.0331961,0.258189,0.500531,0.1955,0.00536006,0,0.00722442,0
17,0,0.041038,0.229295,0.487333,0.211799,0.0212875,0,0.00924764,0
18,0,0.052264,0.197831,0.463291,0.225462,0.0497245,0,0.011428,0
19,0,0.059316,0.166398,0.43279,0.239837,0.0869817,0,0.0146777,0
20,0,0.0702036,0.13634,0.396214,0.258769,0.122103,0,0.0163708,0
21,0,0.0866774,0.109385,0.369971,0.26902,0.143019,0,0.0219274,0
22,0,0.103393,0.0848589,0.333595,0.291519,0.158971,0,0.0276626,0
23,0,0.129123,0.0635862,0.301312,0.30838,0.163399,0,0.0341997,0
24,0,0.150571,0.0494188,0.267721,0.321337,0.167968,0,0.042984,0
25,0,0.18024,0.0327478,0.226747,0.33583,0.173055,0,0.051381,0
26,0,0.211436,0.0237879,0.190581,0.332676,0.182921,0,0.0585975,0
27,0.015442,0.232486,0.0146359,0.14918,0.322039,0.198856,0.00224198,0.0651183,0
28,0.115021,0.221245,0.00716368,0.0989845,0.261789,0.188091,0.0486628,0.0590438,0
29,0.197403,0.200562,0.00330885,0.0612639,0.206954,0.185446,0.0862056,0.0588574,0
30,0.261617,0.183913,0.00182861,0.0404048,0.159189,0.18742,0.112698,0.0529295,0
31,0.314449,0.170362,0.00092588,0.0236975,0.129623,0.183274,0.13135,0.046319,0
32,0.349806,0.163255,0.000424947,0.015948,0.101062,0.173003,0.149156,0.0473441,0
33,0.376593,0.166804,0.000200275,0.010214,0.0878708,0.15982,0.15291,0.0455877,0
34,0.407053,0.179503,7.51899e-05,0.00651645,0.0795258,0.119527,0.156495,0.0513045,0
35,0.428161,0.199511,0,0.0047935,0.0748543,0.0766708,0.159043,0.056967,0
36,0.42841,0.200513,0,0.00404848,0.0761416,0.0784047,0.155351,0.0571314,0
37,0.406592,0.180305,7.54205e-05,0.00666214,0.0802977,0.119365,0.155995,0.0507077,0
38,0.378424,0.16626,0.000226375,0.00998566,0.0868526,0.155193,0.15645,0.0466081,0
39,0.347154,0.160194,0.000305616,0.0152298,0.106787,0.178734,0.143945,0.0476506,0
40,0.311263,0.168738,0.000664928,0.0241164,0.126183,0.184696,0.13741,0.0469285,0
41,0.263464,0.179042,0.00199846,0.0403023,0.163438,0.186062,0.11422,0.0514732,0
42,0.200256,0.197412,0.00333077,0.0626441,0.204868,0.189547,0.0863951,0.055547,0
43,0.115668,0.217178,0.00700162,0.099228,0.254982,0.195301,0.0476264,0.0630145,0
44,0.0153411,0.234203,0.0154439,0.151278,0.319414,0.195169,0.00280098,0.0663497,0
45,0,0.21193,0.022792,0.191628,0.33264,0.182465,0,0.0585457,0
46,0,0.181026,0.0329558,0.231562,0.331992,0.175824,0,0.0466404,0
47,0,0.155092,0.0496181,0.267617,0.31973,0.168304,0,0.0396385,0
48,0,0.128978,0.064692,0.302057,0.307306,0.163543,0,0.0334238,0
49,0,0.105059,0.0870878,0.337025,0.287365,0.156985,0,0.0264787,0
50,0,0.0864182,0.107396,0.370711,0.271711,0.143011,0,0.0207524,0
51,0,0.0744255,0.134102,0.398555,0.255594,0.119126,0,0.0181974,0
52,0,0.0616741,0.167538,0.432376,0.239571,0.0830996,0,0.0157407,0
53,0,0.0514228,0.201296,0.459426,0.227414,0.0494157,0,0.0110264,0
54,0,0.0429975,0.230637,0.483414,0.21391,0.0197286,0,0.00931271,0
55,0,0.0330642,0.262226,0.49892,0.193912,0.005425,0,0.00645344,0
56,0,0.0269015,0.275147,0.507736,0.182544,0.000939335,0,0.0067319,0
57,0,0.0225586,0.296496,0.50896,0.166817,2.65083e-05,0,0.00514261,0
58,0,0.0181641,0.311416,0.514225,0.152757,0,0,0.00343791,0
59,0,0.015919,0.321949,0.516184,0.143299,0,0,0.00264853,0
60,0,0.0142317,0.331024,0.51797,0.134552,0,0,0.0022228,0
61,0,0.0116985,0.329664,0.527938,0.129015,0,0,0.00168411,0
62,0,0.0104025,0.330509,0.531445,0.126063,0,0,0.00158093,0
63,0,0.00875347,0.327787,0.538338,0.123618,0,0,0.00150346,0
64,0,0.00828699,0.324719,0.54407,0.121615,0,0,0.00130847,0
65,0,0.00760812,0.309777,0.558363,0.123561,0,0,0.000691647,0
66,0,0.00681574,0.297839,0.5672,0.127305,0,0,0.000840297,0
67,0,0.00714484,0.275879,0.588037,0.128109,0,0,0.000830795,0
68,0,0.00716332,0.256447,0.601719,0.134261,0,0,0.000409333,0
69,0,0.00709411,0.230154,0.625988,0.136584,0,0,0.000179598,0
70,0,0.00648924,0.211937,0.632456,0.148427,0,0,0.000691062,0
