coordinate,x,y,overall
0.102,0.15665,0.2314732142857143,0.2420327806122449
0.103,0.15665,0.2314732142857143,0.2420327806122449
0.104,0.15665,0.2314732142857143,0.2420327806122449
0.105,0.15665,0.2314732142857143,0.2420327806122449
0.106,0.15665,0.2314732142857143,0.2420327806122449
0.107,0.15665,0.2314732142857143,0.2420327806122449
0.108,0.22101428571428572,0.2314732142857143,0.2420327806122449
0.109,0.22101428571428572,0.2314732142857143,0.2420327806122449
0.11,0.22101428571428572,0.2314732142857143,0.2420327806122449
0.111,0.22101428571428572,0.2314732142857143,0.2420327806122449
0.112,0.22101428571428572,0.2314732142857143,0.2420327806122449
0.113,0.22101428571428572,0.2314732142857143,0.2420327806122449
0.114,0.22101428571428572,0.2314732142857143,0.2420327806122449
0.115,0.22101428571428572,0.2412767857142857,0.2420327806122449
0.116,0.22101428571428572,0.2412767857142857,0.2420327806122449
0.117,0.22101428571428572,0.2412767857142857,0.2420327806122449
0.118,0.22101428571428572,0.2412767857142857,0.2420327806122449
0.119,0.22101428571428572,0.2412767857142857,0.2420327806122449
0.12,0.22101428571428572,0.2412767857142857,0.2420327806122449
0.121,0.22101428571428572,0.2412767857142857,0.2420327806122449
0.122,0.22101428571428572,0.2412767857142857,0.2420327806122449
0.123,0.22101428571428572,0.2412767857142857,0.2420327806122449
0.124,0.22101428571428572,0.2412767857142857,0.2420327806122449
0.125,0.2529214285714286,0.2412767857142857,0.2420327806122449
0.126,0.2529214285714286,0.2412767857142857,0.2420327806122449
0.127,0.2529214285714286,0.2412767857142857,0.2420327806122449
0.128,0.2529214285714286,0.2412767857142857,0.2420327806122449
0.129,0.2529214285714286,0.24765178571428573,0.2420327806122449
0.13,0.2529214285714286,0.24765178571428573,0.2420327806122449
0.131,0.2529214285714286,0.24765178571428573,0.2420327806122449
0.132,0.2529214285714286,0.24765178571428573,0.2420327806122449
0.133,0.2529214285714286,0.24765178571428573,0.2420327806122449
0.134,0.2529214285714286,0.24765178571428573,0.2420327806122449
0.135,0.2529214285714286,0.24765178571428573,0.2420327806122449
0.136,0.2529214285714286,0.24765178571428573,0.2420327806122449
0.137,0.2529214285714286,0.24765178571428573,0.2420327806122449
0.138,0.2529214285714286,0.24765178571428573,0.2420327806122449
0.139,0.2529214285714286,0.24765178571428573,0.2420327806122449
0.14,0.2529214285714286,0.24765178571428573,0.2420327806122449
0.141,0.2529214285714286,0.24765178571428573,0.2420327806122449
0.142,0.2529214285714286,0.24765178571428573,0.2420327806122449
0.143,0.25995714285714283,0.2519375,0.2420327806122449
0.144,0.25995714285714283,0.2519375,0.2420327806122449
0.145,0.25995714285714283,0.2519375,0.2420327806122449
0.146,0.25995714285714283,0.2519375,0.2420327806122449
0.147,0.25995714285714283,0.2519375,0.2420327806122449
0.148,0.25995714285714283,0.2519375,0.2420327806122449
0.149,0.25995714285714283,0.2519375,0.2420327806122449
0.15,0.25995714285714283,0.2519375,0.2420327806122449
0.151,0.25995714285714283,0.2519375,0.2420327806122449
0.152,0.25995714285714283,0.2519375,0.2420327806122449
0.153,0.25995714285714283,0.2519375,0.2420327806122449
0.154,0.25995714285714283,0.2519375,0.2420327806122449
0.155,0.25995714285714283,0.2519375,0.2420327806122449
0.156,0.25995714285714283,0.2519375,0.2420327806122449
0.157,0.25995714285714283,0.2519375,0.2420327806122449
0.158,0.25995714285714283,0.2555089285714286,0.2420327806122449
0.159,0.25995714285714283,0.2555089285714286,0.2420327806122449
0.16,0.25995714285714283,0.2555089285714286,0.2420327806122449
0.161,0.30025714285714283,0.2555089285714286,0.2420327806122449
0.162,0.30025714285714283,0.2555089285714286,0.2420327806122449
0.163,0.30025714285714283,0.2555089285714286,0.2420327806122449
0.164,0.30025714285714283,0.2555089285714286,0.2420327806122449
0.165,0.30025714285714283,0.2555089285714286,0.2420327806122449
0.166,0.30025714285714283,0.2555089285714286,0.2420327806122449
0.167,0.30025714285714283,0.2555089285714286,0.2420327806122449
0.168,0.30025714285714283,0.2555089285714286,0.2420327806122449
0.169,0.30025714285714283,0.2555089285714286,0.2420327806122449
0.17,0.30025714285714283,0.2555089285714286,0.2420327806122449
0.171,0.30025714285714283,0.2555089285714286,0.2420327806122449
0.172,0.30025714285714283,0.2579642857142857,0.2420327806122449
0.173,0.30025714285714283,0.2579642857142857,0.2420327806122449
0.174,0.30025714285714283,0.2579642857142857,0.2420327806122449
0.175,0.30025714285714283,0.2579642857142857,0.2420327806122449
0.176,0.30025714285714283,0.2579642857142857,0.2420327806122449
0.177,0.30025714285714283,0.2579642857142857,0.2420327806122449
0.178,0.30025714285714283,0.2579642857142857,0.2420327806122449
0.179,0.30739285714285713,0.2579642857142857,0.2420327806122449
0.18,0.30739285714285713,0.2579642857142857,0.2420327806122449
0.181,0.30739285714285713,0.2579642857142857,0.2420327806122449
0.182,0.30739285714285713,0.2579642857142857,0.2420327806122449
0.183,0.30739285714285713,0.2579642857142857,0.2420327806122449
0.184,0.30739285714285713,0.2579642857142857,0.2420327806122449
0.185,0.30739285714285713,0.2579642857142857,0.2420327806122449
0.186,0.30739285714285713,0.26058035714285716,0.2420327806122449
0.187,0.30739285714285713,0.26058035714285716,0.2420327806122449
0.188,0.30739285714285713,0.26058035714285716,0.2420327806122449
0.189,0.30739285714285713,0.26058035714285716,0.2420327806122449
0.19,0.30739285714285713,0.26058035714285716,0.2420327806122449
0.191,0.30739285714285713,0.26058035714285716,0.2420327806122449
0.192,0.30739285714285713,0.26058035714285716,0.2420327806122449
0.193,0.30739285714285713,0.26058035714285716,0.2420327806122449
0.194,0.30739285714285713,0.26058035714285716,0.2420327806122449
0.195,0.30739285714285713,0.26058035714285716,0.2420327806122449
0.196,0.30739285714285713,0.26058035714285716,0.2420327806122449
0.197,0.2842642857142857,0.26058035714285716,0.2420327806122449
0.198,0.2842642857142857,0.26058035714285716,0.2420327806122449
0.199,0.2842642857142857,0.26058035714285716,0.2420327806122449
0.2,0.2842642857142857,0.2607767857142857,0.2420327806122449
0.201,0.2842642857142857,0.2607767857142857,0.2420327806122449
0.202,0.2842642857142857,0.2607767857142857,0.2420327806122449
0.203,0.2842642857142857,0.2607767857142857,0.2420327806122449
0.204,0.2842642857142857,0.2607767857142857,0.2420327806122449
0.205,0.2842642857142857,0.2607767857142857,0.2420327806122449
0.206,0.2842642857142857,0.2607767857142857,0.2420327806122449
0.207,0.2842642857142857,0.2607767857142857,0.2420327806122449
0.208,0.2842642857142857,0.2607767857142857,0.2420327806122449
0.209,0.2842642857142857,0.2607767857142857,0.2420327806122449
0.21,0.2842642857142857,0.2607767857142857,0.2420327806122449
0.211,0.2842642857142857,0.2607767857142857,0.2420327806122449
0.212,0.2842642857142857,0.2607767857142857,0.2420327806122449
0.213,0.2842642857142857,0.2607767857142857,0.2420327806122449
0.214,0.2842642857142857,0.2607767857142857,0.2420327806122449
0.215,0.3023857142857143,0.2603035714285714,0.2420327806122449
0.216,0.3023857142857143,0.2603035714285714,0.2420327806122449
0.217,0.3023857142857143,0.2603035714285714,0.2420327806122449
0.218,0.3023857142857143,0.2603035714285714,0.2420327806122449
0.219,0.3023857142857143,0.2603035714285714,0.2420327806122449
0.22,0.3023857142857143,0.2603035714285714,0.2420327806122449
0.221,0.3023857142857143,0.2603035714285714,0.2420327806122449
0.222,0.3023857142857143,0.2603035714285714,0.2420327806122449
0.223,0.3023857142857143,0.2603035714285714,0.2420327806122449
0.224,0.3023857142857143,0.2603035714285714,0.2420327806122449
0.225,0.3023857142857143,0.2603035714285714,0.2420327806122449
0.226,0.3023857142857143,0.2603035714285714,0.2420327806122449
0.227,0.3023857142857143,0.2603035714285714,0.2420327806122449
0.228,0.3023857142857143,0.2603035714285714,0.2420327806122449
0.229,0.3023857142857143,0.2580357142857143,0.2420327806122449
0.23,0.3023857142857143,0.2580357142857143,0.2420327806122449
0.231,0.3023857142857143,0.2580357142857143,0.2420327806122449
0.232,0.3023857142857143,0.2580357142857143,0.2420327806122449
0.233,0.3004428571428571,0.2580357142857143,0.2420327806122449
0.234,0.3004428571428571,0.2580357142857143,0.2420327806122449
0.235,0.3004428571428571,0.2580357142857143,0.2420327806122449
0.236,0.3004428571428571,0.2580357142857143,0.2420327806122449
0.237,0.3004428571428571,0.2580357142857143,0.2420327806122449
0.238,0.3004428571428571,0.2580357142857143,0.2420327806122449
0.239,0.3004428571428571,0.2580357142857143,0.2420327806122449
0.24,0.3004428571428571,0.2580357142857143,0.2420327806122449
0.241,0.3004428571428571,0.2580357142857143,0.2420327806122449
0.242,0.3004428571428571,0.2580357142857143,0.2420327806122449
0.243,0.3004428571428571,0.2569910714285714,0.2420327806122449
0.244,0.3004428571428571,0.2569910714285714,0.2420327806122449
0.245,0.3004428571428571,0.2569910714285714,0.2420327806122449
0.246,0.3004428571428571,0.2569910714285714,0.2420327806122449
0.247,0.3004428571428571,0.2569910714285714,0.2420327806122449
0.248,0.3004428571428571,0.2569910714285714,0.2420327806122449
0.249,0.3004428571428571,0.2569910714285714,0.2420327806122449
0.25,0.2893357142857143,0.2569910714285714,0.2420327806122449
0.251,0.2893357142857143,0.2569910714285714,0.2420327806122449
0.252,0.2893357142857143,0.2569910714285714,0.2420327806122449
0.253,0.2893357142857143,0.2569910714285714,0.2420327806122449
0.254,0.2893357142857143,0.2569910714285714,0.2420327806122449
0.255,0.2893357142857143,0.2569910714285714,0.2420327806122449
0.256,0.2893357142857143,0.2569910714285714,0.2420327806122449
0.257,0.2893357142857143,0.2569910714285714,0.2420327806122449
0.258,0.2893357142857143,0.25507142857142856,0.2420327806122449
0.259,0.2893357142857143,0.25507142857142856,0.2420327806122449
0.26,0.2893357142857143,0.25507142857142856,0.2420327806122449
0.261,0.2893357142857143,0.25507142857142856,0.2420327806122449
0.262,0.2893357142857143,0.25507142857142856,0.2420327806122449
0.263,0.2893357142857143,0.25507142857142856,0.2420327806122449
0.264,0.2893357142857143,0.25507142857142856,0.2420327806122449
0.265,0.2893357142857143,0.25507142857142856,0.2420327806122449
0.266,0.2893357142857143,0.25507142857142856,0.2420327806122449
0.267,0.2893357142857143,0.25507142857142856,0.2420327806122449
0.268,0.28740714285714286,0.25507142857142856,0.2420327806122449
0.269,0.28740714285714286,0.25507142857142856,0.2420327806122449
0.27,0.28740714285714286,0.25507142857142856,0.2420327806122449
0.271,0.28740714285714286,0.25507142857142856,0.2420327806122449
0.272,0.28740714285714286,0.25555357142857144,0.2420327806122449
0.273,0.28740714285714286,0.25555357142857144,0.2420327806122449
0.274,0.28740714285714286,0.25555357142857144,0.2420327806122449
0.275,0.28740714285714286,0.25555357142857144,0.2420327806122449
0.276,0.28740714285714286,0.25555357142857144,0.2420327806122449
0.277,0.28740714285714286,0.25555357142857144,0.2420327806122449
0.278,0.28740714285714286,0.25555357142857144,0.2420327806122449
0.279,0.28740714285714286,0.25555357142857144,0.2420327806122449
0.28,0.28740714285714286,0.25555357142857144,0.2420327806122449
0.281,0.28740714285714286,0.25555357142857144,0.2420327806122449
0.282,0.28740714285714286,0.25555357142857144,0.2420327806122449
0.283,0.28740714285714286,0.25555357142857144,0.2420327806122449
0.284,0.28740714285714286,0.25555357142857144,0.2420327806122449
0.285,0.28740714285714286,0.25555357142857144,0.2420327806122449
0.286,0.3139571428571429,0.25491071428571427,0.2420327806122449
0.287,0.3139571428571429,0.25491071428571427,0.2420327806122449
0.288,0.3139571428571429,0.25491071428571427,0.2420327806122449
0.289,0.3139571428571429,0.25491071428571427,0.2420327806122449
0.29,0.3139571428571429,0.25491071428571427,0.2420327806122449
0.291,0.3139571428571429,0.25491071428571427,0.2420327806122449
0.292,0.3139571428571429,0.25491071428571427,0.2420327806122449
0.293,0.3139571428571429,0.25491071428571427,0.2420327806122449
0.294,0.3139571428571429,0.25491071428571427,0.2420327806122449
0.295,0.3139571428571429,0.25491071428571427,0.2420327806122449
0.296,0.3139571428571429,0.25491071428571427,0.2420327806122449
0.297,0.3139571428571429,0.25491071428571427,0.2420327806122449
0.298,0.3139571428571429,0.25491071428571427,0.2420327806122449
0.299,0.3139571428571429,0.25491071428571427,0.2420327806122449
0.3,0.3139571428571429,0.25475892857142857,0.2420327806122449
0.301,0.3139571428571429,0.25475892857142857,0.2420327806122449
0.302,0.3139571428571429,0.25475892857142857,0.2420327806122449
0.303,0.3139571428571429,0.25475892857142857,0.2420327806122449
0.304,0.3153214285714286,0.25475892857142857,0.2420327806122449
0.305,0.3153214285714286,0.25475892857142857,0.2420327806122449
0.306,0.3153214285714286,0.25475892857142857,0.2420327806122449
0.307,0.3153214285714286,0.25475892857142857,0.2420327806122449
0.308,0.3153214285714286,0.25475892857142857,0.2420327806122449
0.309,0.3153214285714286,0.25475892857142857,0.2420327806122449
0.31,0.3153214285714286,0.25475892857142857,0.2420327806122449
0.311,0.3153214285714286,0.25475892857142857,0.2420327806122449
0.312,0.3153214285714286,0.25475892857142857,0.2420327806122449
0.313,0.3153214285714286,0.25475892857142857,0.2420327806122449
0.314,0.3153214285714286,0.25475892857142857,0.2420327806122449
0.315,0.3153214285714286,0.25422321428571426,0.2420327806122449
0.316,0.3153214285714286,0.25422321428571426,0.2420327806122449
0.317,0.3153214285714286,0.25422321428571426,0.2420327806122449
0.318,0.3153214285714286,0.25422321428571426,0.2420327806122449
0.319,0.3153214285714286,0.25422321428571426,0.2420327806122449
0.32,0.3153214285714286,0.25422321428571426,0.2420327806122449
0.321,0.3153214285714286,0.25422321428571426,0.2420327806122449
0.322,0.3155142857142857,0.25422321428571426,0.2420327806122449
0.323,0.3155142857142857,0.25422321428571426,0.2420327806122449
0.324,0.3155142857142857,0.25422321428571426,0.2420327806122449
0.325,0.3155142857142857,0.25422321428571426,0.2420327806122449
0.326,0.3155142857142857,0.25422321428571426,0.2420327806122449
0.327,0.3155142857142857,0.25422321428571426,0.2420327806122449
0.328,0.3155142857142857,0.25422321428571426,0.2420327806122449
0.329,0.3155142857142857,0.25391071428571427,0.2420327806122449
0.33,0.3155142857142857,0.25391071428571427,0.2420327806122449
0.331,0.3155142857142857,0.25391071428571427,0.2420327806122449
0.332,0.3155142857142857,0.25391071428571427,0.2420327806122449
0.333,0.3155142857142857,0.25391071428571427,0.2420327806122449
0.334,0.3155142857142857,0.25391071428571427,0.2420327806122449
0.335,0.3155142857142857,0.25391071428571427,0.2420327806122449
0.336,0.3155142857142857,0.25391071428571427,0.2420327806122449
0.337,0.3155142857142857,0.25391071428571427,0.2420327806122449
0.338,0.3155142857142857,0.25391071428571427,0.2420327806122449
0.339,0.3155142857142857,0.25391071428571427,0.2420327806122449
0.34,0.30227857142857145,0.25391071428571427,0.2420327806122449
0.341,0.30227857142857145,0.25391071428571427,0.2420327806122449
0.342,0.30227857142857145,0.25391071428571427,0.2420327806122449
0.343,0.30227857142857145,0.2528125,0.2420327806122449
0.344,0.30227857142857145,0.2528125,0.2420327806122449
0.345,0.30227857142857145,0.2528125,0.2420327806122449
0.346,0.30227857142857145,0.2528125,0.2420327806122449
0.347,0.30227857142857145,0.2528125,0.2420327806122449
0.348,0.30227857142857145,0.2528125,0.2420327806122449
0.349,0.30227857142857145,0.2528125,0.2420327806122449
0.35,0.30227857142857145,0.2528125,0.2420327806122449
0.351,0.30227857142857145,0.2528125,0.2420327806122449
0.352,0.30227857142857145,0.2528125,0.2420327806122449
0.353,0.30227857142857145,0.2528125,0.2420327806122449
0.354,0.30227857142857145,0.2528125,0.2420327806122449
0.355,0.30227857142857145,0.2528125,0.2420327806122449
0.356,0.30227857142857145,0.2528125,0.2420327806122449
0.357,0.30227857142857145,0.2528125,0.2420327806122449
0.358,0.3003214285714286,0.25426785714285716,0.2420327806122449
0.359,0.3003214285714286,0.25426785714285716,0.2420327806122449
0.36,0.3003214285714286,0.25426785714285716,0.2420327806122449
0.361,0.3003214285714286,0.25426785714285716,0.2420327806122449
0.362,0.3003214285714286,0.25426785714285716,0.2420327806122449
0.363,0.3003214285714286,0.25426785714285716,0.2420327806122449
0.364,0.3003214285714286,0.25426785714285716,0.2420327806122449
0.365,0.3003214285714286,0.25426785714285716,0.2420327806122449
0.366,0.3003214285714286,0.25426785714285716,0.2420327806122449
0.367,0.3003214285714286,0.25426785714285716,0.2420327806122449
0.368,0.3003214285714286,0.25426785714285716,0.2420327806122449
0.369,0.3003214285714286,0.25426785714285716,0.2420327806122449
0.37,0.3003214285714286,0.25426785714285716,0.2420327806122449
0.371,0.3003214285714286,0.25426785714285716,0.2420327806122449
0.372,0.3003214285714286,0.25626785714285716,0.2420327806122449
0.373,0.3003214285714286,0.25626785714285716,0.2420327806122449
0.374,0.3003214285714286,0.25626785714285716,0.2420327806122449
0.375,0.30179285714285714,0.25626785714285716,0.2420327806122449
0.376,0.30179285714285714,0.25626785714285716,0.2420327806122449
0.377,0.30179285714285714,0.25626785714285716,0.2420327806122449
0.378,0.30179285714285714,0.25626785714285716,0.2420327806122449
0.379,0.30179285714285714,0.25626785714285716,0.2420327806122449
0.38,0.30179285714285714,0.25626785714285716,0.2420327806122449
0.381,0.30179285714285714,0.25626785714285716,0.2420327806122449
0.382,0.30179285714285714,0.25626785714285716,0.2420327806122449
0.383,0.30179285714285714,0.25626785714285716,0.2420327806122449
0.384,0.30179285714285714,0.25626785714285716,0.2420327806122449
0.385,0.30179285714285714,0.25626785714285716,0.2420327806122449
0.386,0.30179285714285714,0.25723214285714285,0.2420327806122449
0.387,0.30179285714285714,0.25723214285714285,0.2420327806122449
0.388,0.30179285714285714,0.25723214285714285,0.2420327806122449
0.389,0.30179285714285714,0.25723214285714285,0.2420327806122449
0.39,0.30179285714285714,0.25723214285714285,0.2420327806122449
0.391,0.30179285714285714,0.25723214285714285,0.2420327806122449
0.392,0.30179285714285714,0.25723214285714285,0.2420327806122449
0.393,0.2999428571428571,0.25723214285714285,0.2420327806122449
0.394,0.2999428571428571,0.25723214285714285,0.2420327806122449
0.395,0.2999428571428571,0.25723214285714285,0.2420327806122449
0.396,0.2999428571428571,0.25723214285714285,0.2420327806122449
0.397,0.2999428571428571,0.25723214285714285,0.2420327806122449
0.398,0.2999428571428571,0.25723214285714285,0.2420327806122449
0.399,0.2999428571428571,0.25723214285714285,0.2420327806122449
0.4,0.2999428571428571,0.25558928571428574,0.2420327806122449
0.401,0.2999428571428571,0.25558928571428574,0.2420327806122449
0.402,0.2999428571428571,0.25558928571428574,0.2420327806122449
0.403,0.2999428571428571,0.25558928571428574,0.2420327806122449
0.404,0.2999428571428571,0.25558928571428574,0.2420327806122449
0.405,0.2999428571428571,0.25558928571428574,0.2420327806122449
0.406,0.2999428571428571,0.25558928571428574,0.2420327806122449
0.407,0.2999428571428571,0.25558928571428574,0.2420327806122449
0.408,0.2999428571428571,0.25558928571428574,0.2420327806122449
0.409,0.2999428571428571,0.25558928571428574,0.2420327806122449
0.41,0.2999428571428571,0.25558928571428574,0.2420327806122449
0.411,0.31392857142857145,0.25558928571428574,0.2420327806122449
0.412,0.31392857142857145,0.25558928571428574,0.2420327806122449
0.413,0.31392857142857145,0.25558928571428574,0.2420327806122449
0.414,0.31392857142857145,0.25558928571428574,0.2420327806122449
0.415,0.31392857142857145,0.2547142857142857,0.2420327806122449
0.416,0.31392857142857145,0.2547142857142857,0.2420327806122449
0.417,0.31392857142857145,0.2547142857142857,0.2420327806122449
0.418,0.31392857142857145,0.2547142857142857,0.2420327806122449
0.419,0.31392857142857145,0.2547142857142857,0.2420327806122449
0.42,0.31392857142857145,0.2547142857142857,0.2420327806122449
0.421,0.31392857142857145,0.2547142857142857,0.2420327806122449
0.422,0.31392857142857145,0.2547142857142857,0.2420327806122449
0.423,0.31392857142857145,0.2547142857142857,0.2420327806122449
0.424,0.31392857142857145,0.2547142857142857,0.2420327806122449
0.425,0.31392857142857145,0.2547142857142857,0.2420327806122449
0.426,0.31392857142857145,0.2547142857142857,0.2420327806122449
0.427,0.31392857142857145,0.2547142857142857,0.2420327806122449
0.428,0.31392857142857145,0.2547142857142857,0.2420327806122449
0.429,0.3153285714285714,0.2548214285714286,0.2420327806122449
0.43,0.3153285714285714,0.2548214285714286,0.2420327806122449
0.431,0.3153285714285714,0.2548214285714286,0.2420327806122449
0.432,0.3153285714285714,0.2548214285714286,0.2420327806122449
0.433,0.3153285714285714,0.2548214285714286,0.2420327806122449
0.434,0.3153285714285714,0.2548214285714286,0.2420327806122449
0.435,0.3153285714285714,0.2548214285714286,0.2420327806122449
0.436,0.3153285714285714,0.2548214285714286,0.2420327806122449
0.437,0.3153285714285714,0.2548214285714286,0.2420327806122449
0.438,0.3153285714285714,0.2548214285714286,0.2420327806122449
0.439,0.3153285714285714,0.2548214285714286,0.2420327806122449
0.44,0.3153285714285714,0.2548214285714286,0.2420327806122449
0.441,0.3153285714285714,0.2548214285714286,0.2420327806122449
0.442,0.3153285714285714,0.2548214285714286,0.2420327806122449
0.443,0.3153285714285714,0.25419642857142855,0.2420327806122449
0.444,0.3153285714285714,0.25419642857142855,0.2420327806122449
0.445,0.3153285714285714,0.25419642857142855,0.2420327806122449
0.446,0.3153285714285714,0.25419642857142855,0.2420327806122449
0.447,0.31417142857142855,0.25419642857142855,0.2420327806122449
0.448,0.31417142857142855,0.25419642857142855,0.2420327806122449
0.449,0.31417142857142855,0.25419642857142855,0.2420327806122449
0.45,0.31417142857142855,0.25419642857142855,0.2420327806122449
0.451,0.31417142857142855,0.25419642857142855,0.2420327806122449
0.452,0.31417142857142855,0.25419642857142855,0.2420327806122449
0.453,0.31417142857142855,0.25419642857142855,0.2420327806122449
0.454,0.31417142857142855,0.25419642857142855,0.2420327806122449
0.455,0.31417142857142855,0.25419642857142855,0.2420327806122449
0.456,0.31417142857142855,0.25419642857142855,0.2420327806122449
0.457,0.31417142857142855,0.25419642857142855,0.2420327806122449
0.458,0.31417142857142855,0.2546607142857143,0.2420327806122449
0.459,0.31417142857142855,0.2546607142857143,0.2420327806122449
0.46,0.31417142857142855,0.2546607142857143,0.2420327806122449
0.461,0.31417142857142855,0.2546607142857143,0.2420327806122449
0.462,0.31417142857142855,0.2546607142857143,0.2420327806122449
0.463,0.31417142857142855,0.2546607142857143,0.2420327806122449
0.464,0.31417142857142855,0.2546607142857143,0.2420327806122449
